firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
GlaxoSmithKline,a real focus on strong values and working for our patients and consumers we are trusted and empowered to do our jobs but with great flexibility and balance in when where and how it feels very adult great opportunities to develop and build a career,speed of decision making internal processes can be overcomplicated,Positive,5,5.0,5.0,3.0,5.0,4.0,4.0
Boston-Consulting-Group,training experience challenge intellectual rigor talented coworkers,hours limited control over staffing,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
EY,good company to work for,not as of now as i am a new joiner,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
SAP,lots of flexibility support and growth for learning and being around smart individuals brings out the best in you lots of pros but its easiest to find the pros that mean most to you,big company means overhead and red tape,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
IBM,great colleagues really good benefits,many management missteps director and vp levels move around a lot wont take responsibility lots of blame toxic culture in many places,Negative,1,3.0,1.0,3.0,3.0,4.0,1.0
PwC,some good colleagues on lower level,terrible upper management only caring about own package,Negative,2,4.0,3.0,3.0,2.0,3.0,1.0
Deloitte,one of the best working culture companies,less hike form last few years,Positive,5,3.0,5.0,5.0,5.0,5.0,5.0
Microsoft,leadership are paying attention to employee development employee can manage their own work life balance,be prepare for the amount of workload,Positive,4,4.0,4.0,4.0,4.0,4.0,4.0
HSBC-Holdings,very good company with good infrastructure and good management support,hsbc glt supports on hsbc bank so not much opportunity for very high growth in terms of career and compensation,Positive,4,3.0,4.0,3.0,3.0,5.0,4.0
American-Express,enjoyed working here good company and benefits,nothing was wrong with working here,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Waitrose,hard to think of any,hours management favouritism horrible customers bullying,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Vodafone,good perks good working environment,politics management make lousy decision made,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Tesco,opportunity for overtime offered to transfer me to store in my university town at the end of summer so i could keep working,no staff discounts or benefits worked evenings when my line manager had finished his shift so if i had a question or issue i had to go to the store manager which i didnt always want to do unless there was something serious,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,favorite place to work interested in this job,non cons of working at mcdonalds,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
The-Range,some good people to work with,no enough people for the amount of work not paid well enough for the amount of work or responsibilities of job constant stress,Negative,1,2.0,1.0,3.0,1.0,1.0,1.0
Rentokil-Initial,ive been with ri for almost years years into my employment my head was turned by a competitor offering a slightly higher basic than i was on i made the jump to them massive mistake all of the structure reliability communication i had enjoyed before was gone months in i came back to my former boss almost begged for my job back was lucky enough to be given a second chance ive moved my way up from iss teleappointer to different grades of sales consultant recently sales team leader ive followed the excellent training advice ive been given have earned a decent amount of money too if you are willing to work hard want to progress this is definitely the company for you,no cons unless you arent willing to put a shift in work hard youll be fine well compensated,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
McDonald-s,the hours are for the most part good,i would have liked to be paid better,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
IBM,great benefits close relationship to partners ability to set your own path and stay in your position without pressure to move up,hard to find a path to move up or gain the skills needed to develop,Neutral,3,3.0,3.0,3.0,3.0,3.0,4.0
KPMG,really invest a lot of training into their employees,long hours and difficult staffing,Positive,5,4.0,5.0,3.0,5.0,4.0,5.0
BT,leaves wfh environment brand name managers reachable i cant find more,legacy technology work load weekend working no learning hike is poor change is slow,Neutral,3,4.0,2.0,3.0,2.0,2.0,2.0
J-Sainsbury,easy job to get into doesnt require the highest calibre of skills the pay is fine if you dont care how much you get paid new sets of skills can be learned opportunities to grow,the pay is abysmal it was around ph in london for a convenience customer service assistant role that is pathetic you literally do everything lottery tills selfservice tills faceup delivery clean for that pocket change management are not the friendliest they treat you like you were born yesterday because they earn p an hour extra flexibility is pathetic a family member could be dying and management arent interested,Negative,1,2.0,4.0,3.0,1.0,2.0,1.0
British-Airways,decent salary and flexibility work with internal and external stakeholders,ever changing companys direction and focus of service styles,Neutral,3,3.0,3.0,3.0,4.0,4.0,2.0
Mastercard,work life balance is great the office culture is super and is consistent across all the regional offices,compensation negotiation was painful if negotiation is not your strength get a pro to help,Positive,4,4.0,4.0,3.0,4.0,3.0,4.0
McDonald-s,cooperative co workers cleanliness,less wages and less hours for work,Positive,4,3.0,3.0,3.0,3.0,2.0,3.0
PwC,respected firmreasonasble compensation location decent benefits global presence,people culture lack of career advancement mind numbing projectsconstant travel poor work life balance,Negative,1,1.0,3.0,3.0,1.0,1.0,1.0
Willis-Towers-Watson,good career opportunity and great culture,compensations and benefits are no so great,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Compass-Group,flexible schedule work life balance,did not experience any cons,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Topshop,the team environment is always really great fast pace never boring uniform discount,the company used to be the best on the high street doesnt seem to look after the loyal and long term employees but still expects them to do the same amount of work if not more than a brand manager and doesnt get any more pay or recognition not enough management jobs anymore theyll hire from external companies and pay them more where as ive worked for the brand for over years and dont seem to get a pay rise dont even get a rota until a week prior have to ask for weekends off and use it as holiday allowance launch the entire sale and dont get a thank you or recognition,Neutral,3,1.0,1.0,3.0,4.0,3.0,3.0
Boston-Consulting-Group,great place to work interesting opportunities,workload although part time options do exist,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Specsavers,nice people to work with,poor pay no real incentives for lab staff they put quantity over quality,Negative,2,3.0,2.0,5.0,2.0,1.0,4.0
HSBC-Holdings,most annual leave and sick leave good benefits compared to other companies good culture many company activities,work life balance it will be very challenging to maintain worklife balance in the global team work environment,Positive,4,3.0,5.0,3.0,4.0,5.0,3.0
McDonald-s,lovely work environment to be in,long hours at the restaurant,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
EY,large group of peers that i started with great connections to make as it is a huge company for right out of college the salary was pretty good,you are just a number so whether they keep you or you go does not really matter it is very difficult to move internally,Neutral,3,1.0,2.0,3.0,3.0,3.0,3.0
IBM,mobile work arrangements large company with numerous opportunities to move great pension contributions,lack of investment back into product its all about numbers for ibm to satisfy shareholders at the expense of reinvestment into product development continuous hiring restrictions on professional hires instead straight out of school inexperienced or outsourced developers are used because they are cheaper but require lengthy training before contributing towards productivity,Neutral,3,4.0,2.0,3.0,3.0,3.0,1.0
KPMG,variety of work access to many roles colleagues,slow growth matrix structure no well defined kp is and success factors,Positive,5,5.0,5.0,4.0,4.0,2.0,4.0
Adecco,learning the operational things and best hr outsourcing company,facing a challenge to complete the work on tat,Positive,5,4.0,5.0,3.0,5.0,3.0,5.0
